enterprise_id,enterprise_name
MA007TG9-X,北京日报社
H5262825-8,外语教学与研究出版社
11001109-3,山西日报社
19032573-7,广东南方报业传媒集团
45534516-0,广州日报社
12633026-7,延边人民出版社
77581643-5,新华文轩出版传媒股份
77983119-X,新华文轩出版传媒股份文轩连锁分
76586099-3,江苏凤凰出版传媒集团
15826175-3,江西教育出版社
15826209-4,江西美术出版社
77216910-5,河南日报报业集团
17756976-1,湖北科学技术出版社
69403885-4,湖南日报报业集团
67593503-1,甘肃日报报业集团
60004098-9,童趣出版
79488501-4,读者出版集团
77849438-X,重庆出版集团
MA1FPG3K-5,上海光怀科技
MA1GBBRQ-8,上海兮蔻商贸
MA1GCNNJ-3,上海凡渡装饰材料
31259521-8,上海利格泰生物科技
31232690-7,上海制祥实业
MA1HWPDT-7,上海合锦国际贸易
MA1GTJQN-7,上海容东激光科技
MA1GP166-X,上海展氏进出口
57918275-4,上海岩征实验仪器
MA1HB1Y0-3,上海戊青能源科技
MA1JCYJL-7,上海拓太木医疗科技
MA1HRFGB-4,上海极纺生活用品
MA1JCQXR-3,上海枫墀实业
MA1JCYT8-4,上海楠馔贸易
57918936-6,上海楷杰精密模塑
MA1G5P58-6,上海犇牛农业
31256805-X,上海瑞气气体科技
MA1K3G5W-0,上海瑞熤自动化科技
MA1HRF45-9,上海考瑞科技发展
MA1HAUPD-6,上海芝松航空科技
31259436-2,上海莱霓国际贸易
MA1J1KR0-8,上海菲舒针织品
MA1GWCFW-8,上海诚英精密模具
MA1J3YL0-9,上海鑫森智造科技
MA1JNB3R-1,上海钰坤包装材料科技
MA1JNEFH-4,上海鲜界科技
MA1K3FBW-6,丝幂拓机械上海
31057582-X,中芯国际集成电路新技术研发上海
MA1HAUD5-4,伟绩地板上海
MA1K4J6N-7,克林斯曼进出口
68774492-9,TCL奥博天津环保发展
MA1H9Q7J-4,上海千歌环保科技
08202433-9,上海千湖环保科技
77149642-X,上海千辉环保设备
MA00204E-8,北京恒世天元生态环境工程
68693239-7,北京恒盛世茂环保科技
30257658-2,南京木达环保科技
MA1NJH0K-3,南京沐歌环保科技
MA1MM8JL-3,南京纳菲斯环保科技
69011685-1,埃净环保科技上海
MA1HP66X-5,埃能基诺上海环保科技
MA2N26DM-1,安徽爱凡环境工程
MA2RA22W-X,安徽艾丁环保科技
68363790-7,安徽艾可蓝环保股份
34916419-8,山东赛恩环保设备
06117226-0,山东赛鲁环保工程
59926834-4,山东铭佳环保科技
77632524-0,山东铭创环境工程
MA3C71TU-4,山东铭浩环保科技
76368356-7,山东铭翔环保科技
MA4W0BL1-5,广东绿晟环保股份
07654042-5,广东绿森环境工程服务
58471853-3,广东绿深环境工程
MA4WLDT8-3,广东绿神器环保设备科技
68459385-4,成都东丽环保工程技术
58499591-X,成都东生环境工程
MA6CEPTY-6,成都尔康环保技术
77748420-0,成都都成环保股份
MA1YBMWY-1,江苏润柘环境工程
68918930-8,江苏润源环境工程
30381066-8,东莞市可大纸品
55727239-6,东莞市同舟纸品
30421041-0,东莞市景盛纸品
55361436-0,东莞市茂源纸品
35196824-0,东莞振兴纸品高埗分
MA4W3NE2-8,中山市恒宝纸品工艺
61380387-7,亚太森博山东浆纸
55104449-9,四川金红叶纸业
69064934-0,寿光美伦纸业
59926733-3,山东君上纸业
09219451-8,山东太阳宏河纸业
06873767-4,山东太阳生活用纸
70609428-0,山东太阳纸业股份
MA3BY2KR-1,山东德派克纸业平原分
61358898-6,山东晨鸣纸业集团股份
59928703-5,山东荣华纸业
09624087-6,山西碧水青山石头纸
MA48T4EY-8,山鹰华中纸业
08159431-3,常州顶丰纸制品
MA4UHF5U-2,广东理文卫生用纸
61841337-6,广州造纸股份
75124492-X,广西金桂浆纸业
MA4UUX1A-3,开平市东发纸业
33096455-8,徐州中兴纸业
55782498-X,恒安芜湖纸业
69659879-1,恒安重庆生活用纸
09070702-5,斯道拉恩索广西浆纸
69857770-8,新邵德信绝缘纸板
33639815-5,江苏济丰包装纸业
MA35H62L-0,江西理文卫生用纸制造
69171572-5,ABB杭州盈控自动化
MA28GLGK-8,台州市五嘉塑业
70467560-4,台州市五洲船业
MA2AM2TL-1,台州市松威机械
06416767-8,台州市松群进出口
MA2AL6U0-1,台州市西缅进出口股份
MA28AK89-1,嘉兴速享电器
77074008-0,嘉兴速净环保设备
MA28BYLN-2,嘉兴速搏管业
76452516-5,宁波五洲医疗器械
09335452-8,宁波伍德沃克工具
08477883-9,宁波伍柏阿巴特进出口
30899586-8,宁波午森进出口
58052041-5,宁波旭东新盛汽配
55799278-0,宁波旭峰太阳能
30900103-6,宁波雅威水净化设备制造
74946688-1,杭州孚莱达纺织品
68293840-9,杭州易亿实业
MA28MFNJ-0,杭州易优国际物流
32816786-7,杭州易怡进出口贸易
71258558-8,浙江三宝印刷
60977051-5,浙江三贝制衣
05956004-5,浙江仁派服饰
59660063-9,浙江伦齐进出口
MA29FRYJ-6,浙江全思科技股份
32824825-3,浙江全植生物科技
68559299-2,浙江全泰工具
34196800-1,浙江全行医药
MA29UCPG-5,浙江启哲进出口
MA28BEC3-7,浙江日光潮贸易
MA01PND6-9,一起玩国际旅行社北京劲松门市部
05253750-4,丁途旅游
33254472-5,上海力程国际旅行社
MA1HBAPE-5,上海宏深国际旅行社
32319241-4,上海申茂国际旅行社
05459759-4,上海金翅鸟文化旅游发展
MA01TRAX-3,中国国际旅行社总社北京北苑路门市部
MA60PXWC-6,中国旅行社总社重庆沙坪坝区华宇广场门市部
MA018NJW-7,中康高科国际旅游股份
06713274-5,云南咕噜旅行社
71941518-6,云南现代国际旅行社
70972204-3,云南阳光旅游集团
MA78T6CP-2,伊宁市信达国际旅行社
MA67JA4W-2,内江熙泰旅行社金科公园王府门市部
34843844-1,北京四海天龙旅游开发
MA6123FX-3,北京欢乐云国际旅行社重庆分
MA004NT5-7,北京洪熹翱翔国际旅行社
MA20F52K-2,南京半山旅游发展
MA1W6W39-0,南京小黑鱼旅行社
MA698RRR-6,四川全球通国际旅行社股份泸州市龙马大道二段服务网点
MA699Y63-0,天外来物成都旅行社
MA06XEMJ-6,天津北中国际旅行社北辰区龙居道门市部
08795069-X,好程旅行社上海
34063038-3,宁波市文化旅游投资集团
MA2UX8Y2-2,安徽狂游国际旅行社
MA1W5MNC-X,就爱去国际旅行社
MA0KWKQN-8,山西红马国际旅行社世贸营业部
MA344YLP-9,平潭旅游股份
MA9UXC0P-8,广州众游国际旅行社
19043224-1,广州广之旅国际旅行社股份
77628702-9,上海智宇粮油
71224897-9,东莞市三利粮油
MA4UK0EA-1,东莞市中之福粮油
79770143-6,东莞益海嘉里粮油食品工业
57461166-0,中储粮油脂成都
58691788-6,中储粮油脂唐山
55344944-9,中储粮油脂天津
72447574-9,中粮利金天津粮油股份
55633991-5,中粮粮油工业巢湖
55678667-8,中粮粮油工业重庆
55393124-3,中粮粮油工业黄冈
73861926-4,九三粮油工业集团
69068930-X,京粮天津粮油工业
58084352-1,北京华源兴德粮油制品
56951795-2,北京德通顺达粮油制品
56951795-3,北京新良粮油工贸
MA348Y7B-7,厦门原光植物油
62160141-5,嘉里粮油四川
61431679-8,嘉里粮油青岛
71519189-1,大海粮油工业防城港
72554425-9,安徽中粮油脂
07561418-9,安徽国伟粮油
68499547-4,安徽达园粮油
70497542-0,安徽阜阳宝鼎粮油
05449727-8,安徽鼎峰粮油
MA59ARLE-0,广东友粮粮油实业
59131995-2,广西浦生粮油食品
59465715-6,成都市鑫禄福粮油
67716254-6,成都融海粮油
72522182-0,江苏幸福门粮油
MA3CH47T-9,东营中润新材料
MA53W9PR-8,中山市前诚照明
MA53N9H0-7,中山市博利龙照明电器
MA53QBJA-3,中山市威辰照明
MA4UURHL-9,中山市微牌照明科技
MA53NBYD-7,中山市斯名灯饰制造
MA522JBH-X,中山市智森灯饰
MA53X5B5-3,中山市金旗照明
MA516UNU-3,中山市鑫胜锋灯饰
MA523GNX-4,中山市钜东照明电器
MA4UUQWM-X,佛山市乐达凯照明
MA5EXC17-5,凯笛佳照明深圳
MA2DU6TK-0,台州市鑫煌灯饰
MA2B8GNT-1,嘉兴益飞勒照明科技
MA2RQKHF-2,安徽爱科美照明
MA3N469U-4,山东苏富思照明科技
MA4UUNUU-4,广东姹紫嫣红灯饰
MA5174Q7-9,广东连盟照明科技
MA532EP4-X,广东青灯盟照明
MA5P4AM8-3,广西麟祉照明科技
MA4XAA6G-5,惠州市彬赢光电
MA1WKX4R-3,江苏海成照明
MA532LWW-2,江门市杰普瑞照明科技
MA45JJNW-2,河南晟梆照明科技
05130526-9,浙江凯耀照明
MA2B4JYL-2,浙江明都创芯电器
MA2B8EU3-8,浙江派觅琪照明科技
MA2DCEJP-1,浙江西恩照明科技
MA2AMY5Y-2,浙江长烁灯饰
MA5EXM69-0,深圳市易欣光电
79707525-2,上海东海风力发电
59314315-3,上海临港海上风力发电
79891720-4,上海华港风力发电
58343120-7,上海申能长兴第二风力发电
MA1NNU3C-4,上海电气响水生物质发电
MA017URW-1,北京保能售电
MA00CU4Y-8,北京成利售电
MA01MG6W-1,北京朝北智慧电力发展
MA00EN1A-4,北京贝棱斯售电
MA00GQU3-0,北京长城电力供应
06236712-3,国网四川甘洛县供电
74032912-7,国网四川都江堰市供电
16472118-9,国网山东省电力东营供电
MA3C1NY5-9,国网山东省电力广饶县供电
MA3C098C-7,国网山东省电力长岛县供电
56347089-0,城口县友信水力开发
77485017-2,城口县天成源水电开发
76269708-6,城口县蓬源发电
75623675-0,城口县鸿源水力资源开发
76478580-5,池州市三二五发电
MA2N8NK7-2,池州市秋浦河水电开发
MA2NQ7YP-3,池州皖能新能源
75801585-5,湖南联诚浪石滩发电
73288984-5,湖南联诚程江口发电
75062569-1,湖南联诚鲤鱼江发电
09293222-6,湖南联运望云山新能源开发
69620853-8,湖南茉莉滩水电开发
MA4LFRWH-1,湖南龙源风力发电
MA6Y3AQY-6,澄城县红日新能源科技
76706579-0,澄江南盘江水电
MA1HUCMY-9,上海滕坤汽车零部件
MA496MCF-4,东风汽车底盘系统悬架弹簧工厂
MA2AFTE6-9,余姚市鼎诚汽车配件
MA4WNL9Y-1,佛山市特森特汽车用品制造
55961861-0,信阳瑞泽汽车精密部件
MA17D3BG-5,公主岭市昊晟汽车零部件
76801910-4,博世汽车部件长沙
34416195-9,台州杰诚联合汽车配件
MA17D3DX-7,吉林省铧锦专用汽车制造
55499801-X,大连恒祥汽车零部件制造
60089601-5,天津丰津汽车传动部件
MA06WR83-6,天津津丰汽车转向器
MA06WREQ-2,天津越祥汽车部件
55798527-3,宁波乐驰汽车部件
55798044-8,宁波余交汽车零部件制造
MA291QM4-8,宁波正朗汽车零部件
MA2GWH1N-0,宁波索菲亚汽车零部件
MA2UE67Y-3,安徽顺拓汽车零部件
MA6XHF4A-9,宝鸡威驰达车辆制造
MA21GPLR-1,宿迁凯泓汽车部件制造
05679196-4,广东科世得润汽车部件
MA59PHUG-9,广州昌达汽车零部件
MA59PJCY-7,广州鼎佳实业
67967033-3,成都住电汽车线束
09923327-6,成都凌云汽车零部件
07536420-4,成都吉豪汽车部件
74393559-5,无锡戴卡轮毂制造
76822061-7,杭州金日汽车零部件
MA4KUNTJ-9,武汉良欣汽车零部件
MA1P5TDW-2,江苏致雅汽车零部件
59273016-1,万兆万品软件开发
68727010-2,三亚中兴软件
MA5T518J-9,三亚大时天软件
57097945-X,三明市新华远软件
MA093M45-8,三河东谷软件开发
68826495-1,东营致远互联软件
68947243-7,东营金石软件
78872654-3,东软云科技
MA775CLQ-2,乌鲁木齐致远博创软件
05774482-8,乌鲁木齐西伯鼎新软件科技
55244429-1,乌鲁木齐雅碧科艺软件
39592535-7,乐软能士湖南科技
MA4KWLEA-5,元年东方软件
55981419-5,元拓软件大连
15832715-0,先锋软件股份
MA2TH7GM-0,六安中科信达软件开发
MA2N08XW-5,六安市天邦软件科技
72022009-5,兰州中汇软件
MA01DBXF-1,北京信软同创技术
06731864-6,北京华软国信科技
66998194-7,广州轻软计算机科技
MA59C1T8-2,广州辛亥软件
07019568-3,广州辰星教育软件
MA63PR2R-4,成都东禾优创软件
79216355-2,成都东翔软件开发
78812226-4,成都中兴软件
66230678-9,杭州宇田软件开发
70421823-5,杭州富达软件
73320757-8,杭州广域软件
MA2CCM18-9,杭州延越软件
77210674-5,上海升华家政服务
55427197-X,上海宏信家政服务
77760268-4,上海家仁家政服务
73624088-3,上海拓实家政服务
67474450-8,余姚康贝家政服务
66154726-5,佛山市好嘢家政咨询服务
66544561-0,兰州吉祥家政清洗
73647470-0,北京中青家政
56207090-8,北京君旺家政服务
69962357-7,北京顺洁廉家政服务中心
MA00F91R-0,北京馨净界家政服务
68254975-3,南京美腾家政服务
55586494-5,南通飞达家政服务
76928975-5,厦门亮捷家政服务
67127366-7,厦门亲友朋家政服务
68529118-8,厦门同德欣家政服务
69300472-4,厦门葆婴家政服务
76080565-3,合肥宣民家政服务社
75813370-4,天津市洁仕家政服务
68133665-X,广州星光家政服务
56163535-6,彭水县保时洁家政服务
79219158-8,成都市恒安信达家政
55356343-6,成都鼎力家政服务
74865945-4,新疆好朋友家政服务连锁
68125445-1,昆明优乐家政服务
55266479-6,杭州杰仕家政服务
69974270-1,梅州市客家大嫂家政服务
78276096-X,深圳市三至家政服务
76637968-3,深圳市乐居家政服务
56422880-1,深圳市好万家家政服务宝安分
09105980-8,倍护中国
75423237-7,兆丰康体科技九江
79698475-3,南昌九合实业
32251925-1,南昌九曜贸易
67797947-6,南昌九源工艺品
MA35GFLN-7,南昌炯亮信息科技
MA35HR1R-0,南昌金亦佳实业
56868037-9,南昌锦晖仪器设备
MA35UHAR-1,南昌锦能针织
MA38DXGB-2,南昌靖超进出口
67241219-8,博硕科技江西
72775569-0,博雅生物制药集团股份
68347252-4,志成实业龙南
32168103-8,志阳科技中国
56154214-1,振宇达科技吉安
33300713-9,樟树市中科精细化学
72393795-6,正邦集团
MA35FXAT-X,江西奥依迪电子科技
58920538-2,江西奥沃森新能源
05444799-1,江西奥特科技
71658733-7,江西奥通信息产业
31468571-9,江西省农心进出口贸易
74196486-X,江西省梦龙果业
MA38AB8X-5,江西省欧啦贸易
55086419-6,江西省欧泰诗汽车部件
30929238-X,江西省米库环保科技
MA35F4T7-1,江西省米河服饰
MA38Y0AW-0,江西省美之汇发饰
08147760-0,江西省闽豪科技实业
MA38YD5E-7,至信搏远新材料科技
13220822-5,上海市医药保健品进出口
13468720-7,上海欣旺保健品
76559364-5,上海海斯莱福保健食品
73850176-8,上海福易得保健食品
MA1FPG65-1,上海雷允上北区参茸保健品第一分
79564526-6,上海靖明保健食品销售
60751871-1,上海鹰基保健品
MA546QAL-9,东莞市和辉食品贸易
MA53U1UB-6,中山市福铭轩参茸保健品
21652680-2,云南医药保健品进出口
MA546UKM-1,佛山市闽联食品贸易
MA01AUPW-5,北京万莱康营养与健康食品科学技术研究院
MA01DGL2-2,北京葵与葵保健食品
MA207TFK-7,南京市玲敏张保健品科技
76582189-8,南宁伟创保健品
MA207B7G-4,南通乐百年保健食品科技
MA2UCWEM-X,合肥念好食品销售
06864619-0,吉林亚泰康派保健品
MA1BTX83-2,哈尔滨熙食品保健食品经销
78229000-5,四川君晨保健品
79783097-5,四川联成迅康医药股份
MA06TWD5-1,天津鑫源保健品销售
MA2U79J7-9,太和县仲晞保健品
MA47X3XB-9,太康县伍福家园保健食品
MA3QRWR3-7,山东煜璋保健品
MA20KPH9-X,常州盛世佳康保健品销售
MA005139-X,幼之源北京营养食品
MA5D2QHD-4,广州小火车港货养生保健品
MA5D05E1-9,广州市茂泽食品贸易
MA5D01W8-X,广州裕康食品贸易
83281712-8,上海朗达电缆集团
MA1J3K8K-1,上海胜通电线电缆
58234634-2,上海蓝昊电气江苏
MA530ACC-0,东莞市新扬绝缘材料
57015383-4,东莞市锦略电线制品
67524893-6,中山市创宏电线制造
07673941-8,中山市博宇电线
76571441-9,佛山市南海通达特种线缆制造
10338432-6,天津金山电线电缆股份
MA2TCW4Y-3,安徽胜科电气科技
MA2TCQF1-7,安徽远胜电线电缆
MA1XPH0D-8,定佰特种电缆苏州
16488374-3,山东万达电缆
75541039-0,山东莱河电磁线
MA3P0G3B-8,山东鸿驰电缆
X1847067-6,广州市珠江电线厂
58020159-6,新疆宏鹏电线电缆制造
75004717-4,无锡华澄线缆
19889242-9,桂林国际电线电缆集团
17771533-5,武汉第二电线电缆
73177942-5,江苏万奇电器集团
13485849-1,江苏华远电缆
79089226-8,江苏奥尼特电缆
73333240-8,江苏广源电线电缆
13691878-5,江苏正元电缆
MA38B3TT-X,江西天昊电缆
X1482884-5,河南通达电缆股份
69820268-2,浙江浙上电线电缆
08854120-6,淮安市金貂线缆
78136031-5,深圳市沃尔特种线缆
73262462-8,ABB中国济南分
78610165-4,三星重工业荣成
86309791-X,中国东方航空股份山东分
61399303-3,临沂新程金锣肉制品集团
31050514-3,临沂金锣文瑞食品
61437062-0,乐星汽车电子青岛
76575900-0,乐金电子部品烟台
26717022-8,华电国际电力股份
77529823-6,味之缘烟台食品
72755824-0,威海世一电子
MA3NWPE0-5,威海山村园林工程
72925615-8,威海新兴迪基塔尔电子
72925615-9,威海水匠装饰工程
77743107-X,威海电美世光机电
79036309-1,富士康精密电子烟台
79036309-2,富士软件科技山东
32168027-0,富盟电子科技菏泽
26714066-X,山东国大黄金股份
MA3NWQT9-7,山东宜测生物科技
72620003-6,山东金岭化工股份
79887358-X,山东银鹭食品
26719557-2,山东鲁能泰山电力设备
26719557-3,德州中南复合材料
61378184-X,文登信亚机电
MA3CH6Q7-5,新派上海餐饮管理淄博第一分
74780980-1,日照钢铁
79531064-2,昌邑安利兴生物质发电
79531064-3,明治机械德州
79531064-4,柠檬幼儿教育咨询青岛
79531064-5,济南竣弘物业管理
79531064-6,井研县福开源养猪服务专业合作社
79531064-7,井研县禾康玉米专业合作社
33194841-0,四川丰瑞农业发展
66532966-0,四川乐人居农业科技
MA67LA14-5,四川乐原农业服务
39447252-8,四川乐图林业
74964139-5,四川国垠天府种业
07243407-8,四川国康农庄农业
MA6CL118-8,四川国新大正牧业
MA62LEG8-X,四川国源农林科技
MA698ELX-1,四川垚辉农业科技
MA6A5998-1,四川天下恒通农业开发
MA69A967-0,宜宾美康种养殖专业合作社
57527246-1,宜宾美来养殖
77790222-2,宜宾苡酉林业开发
MA66BUKX-2,宜宾若嘉种养殖
MA69M1KQ-9,宜宾食在石海农业发展
MA68D9QW-8,屏山县硒富农业发展
MA67N4RM-2,泸州仕全种养殖专业合作社
MA676EMP-X,泸州华翕农业发展
33780319-1,泸州华蕾农业科技发展
MA68Y4CG-9,泸州华衍种养殖专业合作社
MA624452-0,绵阳大桠口水产养殖专业合作社
77297980-2,绵阳大正养殖
08582383-0,绵阳天运畜禽养殖
70891025-3,自贡市远彬园林
MA6AQGR1-2,自贡市远春生猪养殖
58835425-5,达州市达川区天禾茶叶种植专业合作社
57525160-1,达州市达川区姚红养殖专业合作社
59750184-3,达州市达川区宏梓种植专业合作社
71466859-8,保康县农丰化肥
73913028-4,大冶华润燃气
MA488J7K-5,大冶市旺成新材料制造
17871298-8,大冶有色金属铜录山铜铁矿劳动服务
70696228-7,安道麦股份
70695279-1,安陆市华鑫化工
61599234-1,安陆市奥森石油化学
78447895-X,宝姿日化(湖北)
55700986-2,崇阳县齐汉纺织化工助剂
72203090-6,当阳市森成林化
08493609-1,拜尔斯道夫个人护理用品中国
71193105-5,拜尔斯道夫日化(武汉)
72610614-6,楚源高新科技集团股份
79241213-3,武汉凯马仕精细化工
73354864-7,武汉力诺投资控股集团
75182605-7,武汉南铁特种涂料
58249953-3,武汉圣佳化工
74141471-0,武汉市佳记涂料化工
30021354-2,武汉市吕墩化工制造
78199494-0,武汉市欧赛石油技术开发
30985124-1,湖北共富生态农业科技
59424964-6,湖北和为生物能源
MA4891DX-6,湖北国抒特化工实业
75101015-4,湖北广达化工科技股份云梦化工厂
55065654-9,湖北澳佳肥业
MA491TQJ-8,湖北财亿顺得亚临界生物提取
70703009-4,湖北赤壁永兴工贸
56549694-7,湖北顶铭环保材料
07050004-3,湖北飞天石化
MA4941YA-5,湖北鼎中新材料
69579371-2,上海德朗能动力电池
67116795-2,上海鹏信电池
MA4W1TPQ-X,东莞景鑫电池
MA5302ET-0,中山市嘉博锂电池
MA544T5T-X,中山市朝德电池科技
MA1MCGA5-2,中航锂电科技
MA4UUFKR-4,佛山市南海丰力电池
MA52R1F3-8,佛山市新维电池
08049848-5,北京电控爱思开科技
MA2DUDHQ-2,台州心锐电池
MA2TYBF2-4,合肥易成动力电池科技
MA2CW7YW-3,嘉兴市中里锂电池
07949445-2,大连中比动力电池
MA2RWEKR-6,安徽利维能动力电池
MA3PG9FG-3,小洋王电池山东
MA51CY3D-0,广东长风电子科技
MA59DR6W-9,广州市广珠电池
MA61XQPY-7,成都市绿力锂电池
MA46U8J8-1,新乡市南鸿电池
72902980-1,松下能源无锡
58701921-X,桑顿新能源科技
32363383-0,江苏海四达新能源
MA360UWM-3,江西九鼎动力新能源科技
MA2TWR2L-X,池州市康越电池制造
58379095-5,波士顿电池江苏
MA1Y5YU3-5,泰兴市宁辉锂电池
MA4QDBX3-3,浏阳市聚和源锂离子电池制造
78922928-2,深圳市慧通天下科技股份
70841632-7,深圳市比亚迪锂电池
73109958-5,深圳市比克电池
55562393-0,东莞伦楷电声制品
61768848-2,东莞立叁扬声器配件
66515280-X,东阳市横店鸿欣电子厂
78115484-5,中山市乐聆电子科技
74298188-0,中山市快达电子
20890386-6,四川省宜宾华威电声
67370546-X,天津中环真美声学技术
74735187-X,宁波宁港永磁材料
79302456-2,宁波音沛乐电子
69700174-X,嵊州市格瑞特电子
74505085-4,嵊州市诚信电子
56440849-0,嵊州市鑫瑞电子
60812665-6,常州天音电声器材
08823338-5,广州市德胜扬声器材科技
73716154-6,广州市笙湖扬声器配件
74359222-X,广州市花都区德胜扬声器配件厂
79663615-0,普瑞姆扬声器系统深圳
67721463-3,桐乡市凯邦电子
33082300-X,江阴市声悦电子
70537060-X,泉州市东音电子
71861120-6,泰兴扬声电子
72453150-1,浙江豪声电子科技股份
19220450-9,深圳万科扬声器制造
66101550-9,深圳市先乐电声
68038403-5,深圳市声乐达电声科技
73110420-9,深圳市天泽扬声器
MA5DNYQ5-2,深圳市奕鼎峰电子技术
78655035-3,深圳市昌利威电子
56850196-7,深圳市音菲力电子
07112478-0,深圳音华电子科技
79450022-5,上海世茂北外滩开发建设外滩茂悦大酒店
MA1FW8JR-0,上海世茂房地产长宁分
69160387-0,上海中梁地产集团
77244378-4,上海地利置业
74025468-X,上海复地新河房地产开发
57744849-1,上海展鸿房地产开发
74211673-1,上海岳峰置业开发
06598865-4,上海帝豪企业发展
MA1GT17Y-7,上海彰荣房地产投资顾问
60727749-5,上海恒邦房地产开发
74561438-1,上海斯格威大酒店
07121243-0,上海新华联房地产开发
60724539-7,上海新富港房地产发展
60726995-4,上海民航置业
79568157-4,上海永威置业
MA1FR5R6-4,上海泓喆房地产开发
60722885-3,上海港汇房地产开发
MA1GKQK1-9,上海点触实业
79706439-3,上海章翔实业
75759991-6,上海米兰置业发展
32430584-7,上海臻百利房地产开发
32427978-1,上海融创房地产开发集团
74055085-X,上海越洋恒捷房地产开发
MA1JMJ9L-7,上海远溯房地产开发
60735297-7,上海顶峰房地产开发
MA1GB74T-5,上海高御房地产开发
70333665-1,上海鹏建房地产开发
34198566-1,中先国际控股分
74615593-0,冠丰上海房地产发展
69723548-2,华润上海房地产开发
MA0XTU1L-5,东徙模具大连
59092637-1,东方恒泰传动技术营口
66920874-3,东洋拖力拉大连运搬装置制造
60483854-1,东洋重工机大连
55537639-4,东港市恒越机械
12320971-X,东风朝阳思益泵业
58418837-6,东风朝阳朝柴动力
66124471-5,丹东双力矿山机械
MA10KYQD-2,丹东合盛密封
68370596-5,丹东吉祥新能源开发
MA10HFPE-6,兰理工流体装备大连
MA0UTYNG-2,共享机床辅机大连
60486146-9,共立精机大连
MA0QFUNF-3,兴城凤鸣科技
73674838-8,兴城市一飞电控
74976174-1,兴城市凯德泵业
78878308-9,兴城市水泵制造
70177407-6,兴城市石油机械
MA108FTA-X,博盛精密工业大连
75609789-3,卡吉精密技术大连
MA0TPF14-X,双日精密机械大连
66920418-7,大连事事达数控机械科技
74092763-7,大连云山机械
55064758-9,大连云德船舶配套设备
79691389-1,大连云珑减速机设备
69141417-2,大连云腾机械制造
73644710-4,大连五寰泵业
55497015-6,大连五洲勤大轴承
MA0P4D5Q-1,沈阳市通通液压
07913778-9,沈阳市通顺达环保科技
M00012B8-7,三峡新能源建瓯发电
59511687-X,三江县协合风力发电
07928804-2,中广核甘肃民勤第二风力发电
71782708-0,中广核风电
59456771-6,中广核风电西南分
06552192-3,五家渠风阳新能源
59122257-9,兰电民勤风力发电
72013483-2,内蒙古北方龙源风力发电
56692115-9,内蒙古富强风力发电
09298343-7,凯润昌黎滦河口风力发电
56043445-6,北京京城新能源
MA6T3RCY-9,北控风力发电
68261817-3,华仪风能通榆
69102834-3,华电吉林双辽风力发电
68263358-4,华电吉林大安风力发电
MA0K6AA3-3,华能忻州新能源发电
71093044-8,华能新能源股份
68651311-7,国华巴彦淖尔乌拉特中旗风电
08660707-2,国家电投集团湖北新能源
67048284-6,国电和风风电开发
MA14CPC8-8,国电和风风电开发大安分
05471326-8,国电投河南新能源
39505396-6,国电电力宁夏新能源开发
66724352-9,大唐三门峡风力发电
59750650-5,大唐广元风电开发
78707223-4,大唐赤峰新能源
MA76005U-2,宁夏哈纳斯新能源集团
05148636-2,巢湖槐林风电
09074226-9,广西龙源风力发电
07925963-9,张家川天源风电
77468968-1,兴化市梦水乡酒业
10180217-6,北京双庆和酒业
MA01E7FK-2,北京糊涂人生酒业
MA01D1E1-9,北京茅赛酒业
MA01C48P-X,北京隐泉酒业
74548228-6,北京顺通三星酒业
MA31QTNP-5,厦门皇天葵酒业
58501734-1,嘉兴市石龟酒业
67747748-4,嘉荫县鄂伦泉酒业
MA3MF8EF-8,威海万泰酒业
MA2N6T8K-8,安徽省凤阳县大明酒业
76732581-2,广东法利斯干邑酒业
MA51EPPH-X,广东润兴酒业
MA5AX2J5-2,广东清凉天酒业
58186984-6,广州丹力酒业
MA5AXRBG-X,广州光华酒业
MA5AR1YU-7,广州古庄酒业
73446231-9,新疆冬不拉古尔邦酒业
33898460-9,江苏潮河湾酒业股份
MA1W49FP-4,江苏青花牡丹酒业股份
MA37T54J-1,江西江中杞浓酒业
MA51MPAU-4,江门市巨烽酒业
MA08XHQ1-4,河北海龙酒业
MA45GUBG-9,河南丙乾酒业
MA456QHW-2,河南白金酒业
78506323-8,河南省万姓缘酒业
79824396-7,河南省老子酒业
MA45Q13J-8,河南知酒居酒业
MA442D73-3,河南老基酒业
MA45DEUU-4,河南豫甲酒业
13367231-0,上海强神保健品
78952957-6,上海金好尔保健食品
72938522-4,上海金思嘉保健食品
MA00BKLC-3,北京创喜保健食品固安
60002080-6,北京格林沃德营养保健品
10131680-5,北京稻香村食品
10177281-9,北京肤丽奥医疗美容保健品
10218401-5,北京长寿保健品
MA59PCCX-X,华农健康产业发展
70071195-4,华北制药集团维灵保健品
16571919-5,华润圣海健康科技
75707144-1,华茂湖州保健品
70543693-9,厦门永福星保健品
MA31NQHW-X,厦门菽醍醐食品
34567839-4,四川吉晟保健食品科技
71188595-X,四川康尔寿保健品
33671361-0,安徽新天生物科技
77496978-X,安徽新阳保健食品
78651041-5,安徽永光保健品
72852631-2,安徽燕之坊食品
73302600-5,安徽现星保健品
70813228-7,广东京都保健品
75777466-5,广东德圣堂保健品
MA4WHAM9-7,广东欧普康特医食品
66819196-X,广东逢生保健制品
28238526-X,广东飘兰保健食品
23129081-8,广州市佳龄保健品
